Source,Target,count,weight
Gough Whitlam,Jack Waterford,48,0.41025641025641024
Gough Whitlam,Mark Dreyfus,48,0.41025641025641024
Gough Whitlam,Peter Dutton,48,0.41025641025641024
Gough Whitlam,Reece Kershaw,48,0.41025641025641024
Gough Whitlam,Ted Hui,1,0.008547008547008548
Gough Whitlam,Yang Hengjun,1,0.008547008547008548
Greg Dyett,Anthony Albanese,1,0.008547008547008548
Greg Dyett,Kevin Spacey,1,0.008547008547008548
Greg Dyett,Kristine Mccartney,1,0.008547008547008548
Greg Dyett,Michele Bullock,1,0.008547008547008548
Greg Dyett,Penny Wong,1,0.008547008547008548
Greg Dyett,Philip Lowe,1,0.008547008547008548
Greg Dyett,Wang Yi,1,0.008547008547008548
